Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
0,13.6,14.3,14.9,15.3,15.7,16.3,16.4,16.8
10,13.6,14.3,14.9,15.3,15.7,16.3,16.4,16.8
20,13.6,14.3,14.9,15.3,15.7,16.3,16.4,16.8
30,13.7,14.3,14.9,15.3,15.8,16.3,16.4,16.9
40,13.7,14.3,14.9,15.3,15.7,16.3,16.5,16.9
50,13.7,14.3,14.9,15.3,15.7,16.3,16.5,17
60,13.6,14.3,14.9,15.3,15.7,16.3,16.5,17
70,13.6,14.3,14.9,15.3,15.7,16.3,16.5,17.1
80,13.7,14.3,14.9,15.3,15.7,16.3,16.5,17.2
90,13.7,14.3,14.9,15.3,15.8,16.3,16.6,17.2
100,13.7,14.3,14.9,15.3,15.8,16.3,16.6,17.3
110,13.7,14.3,14.9,15.3,15.8,16.4,16.7,17.4
120,13.7,14.3,14.9,15.4,15.8,16.4,16.7,17.5
130,13.6,14.3,14.9,15.4,15.8,16.4,16.8,17.6
140,13.7,14.3,14.9,15.4,15.8,16.4,16.8,17.7
150,13.6,14.3,14.9,15.4,15.8,16.5,16.9,17.8
160,13.7,14.3,14.9,15.4,15.9,16.5,17,17.9
170,13.7,14.3,14.9,15.4,15.9,16.5,17,18.1
180,13.7,14.3,14.9,15.4,15.9,16.5,17.1,18.2
190,13.7,14.3,14.9,15.4,15.9,16.6,17.2,18.3
200,13.7,14.3,14.9,15.4,15.9,16.6,17.2,18.4
210,13.7,14.3,14.9,15.4,16,16.7,17.3,18.5
220,13.7,14.3,14.9,15.5,16,16.7,17.4,18.6
230,13.7,14.3,14.9,15.5,16,16.8,17.5,18.7
240,13.7,14.3,14.9,15.5,16,16.8,17.6,18.9
250,13.7,14.3,15,15.5,16.1,16.9,17.7,19
260,13.7,14.3,15,15.5,16.1,16.9,17.8,19.1
270,13.7,14.3,15,15.5,16.1,17,17.8,19.2
280,13.7,14.3,15,15.6,16.2,17,17.9,19.4
290,13.7,14.4,15,15.6,16.2,17.1,18,19.5
300,13.7,14.4,15,15.6,16.3,17.2,18.1,19.6
310,13.7,14.4,15,15.6,16.3,17.2,18.2,19.7
320,13.7,14.4,15.1,15.7,16.4,17.3,18.3,19.9
330,13.7,14.4,15.1,15.7,16.4,17.3,18.4,20
340,13.7,14.4,15.1,15.7,16.5,17.4,18.5,20.1
350,13.7,14.4,15.1,15.8,16.5,17.5,18.6,20.2
360,13.7,14.4,15.1,15.8,16.6,17.5,18.7,20.4
370,13.7,14.4,15.2,15.8,16.6,17.6,18.8,20.5
380,13.7,14.5,15.2,15.9,16.7,17.7,18.9,20.6
390,13.7,14.5,15.2,15.9,16.7,17.7,18.9,20.7
400,13.7,14.5,15.2,15.9,16.8,17.8,19,20.8
410,13.7,14.5,15.2,16,16.8,17.9,19.1,21
420,13.8,14.5,15.3,16,16.9,18,19.2,21.1
430,13.8,14.5,15.3,16.1,16.9,18,19.4,21.2
440,13.8,14.5,15.3,16.1,17,18.1,19.4,21.3
450,13.8,14.6,15.3,16.1,17,18.2,19.5,21.5
460,13.8,14.6,15.4,16.2,17.1,18.2,19.6,21.6
470,13.8,14.6,15.4,16.2,17.2,18.3,19.7,21.7
480,13.8,14.6,15.4,16.3,17.2,18.4,19.8,21.8
490,13.8,14.6,15.5,16.3,17.3,18.5,19.9,21.9
500,13.9,14.7,15.5,16.3,17.3,18.5,20,22.1
510,13.9,14.7,15.5,16.4,17.4,18.6,20.1,22.2
520,13.9,14.7,15.6,16.4,17.4,18.7,20.2,22.3
530,13.9,14.7,15.6,16.5,17.5,18.8,20.3,22.4
540,13.9,14.7,15.6,16.5,17.6,18.8,20.4,22.5
550,13.9,14.8,15.6,16.6,17.6,18.9,20.5,22.6
560,13.9,14.8,15.7,16.6,17.7,19,20.6,22.8
570,14,14.8,15.7,16.7,17.8,19.1,20.7,22.9
580,14,14.8,15.8,16.7,17.8,19.2,20.8,23
590,14,14.9,15.8,16.8,17.9,19.2,20.9,23.1
600,14,14.9,15.8,16.8,17.9,19.3,21,23.2
610,14,14.9,15.9,16.9,18,19.4,21.1,23.3
620,14,14.9,15.9,16.9,18.1,19.5,21.2,23.4
630,14.1,15,16,17,18.1,19.5,21.3,23.6
640,14.1,15,16,17,18.2,19.6,21.4,23.7
650,14.1,15,16,17.1,18.3,19.7,21.5,23.8
660,14.1,15,16.1,17.1,18.3,19.8,21.6,23.9
670,14.1,15.1,16.1,17.2,18.4,19.8,21.7,24
680,14.2,15.1,16.2,17.2,18.5,19.9,21.8,24.1
690,14.2,15.1,16.2,17.3,18.5,20,21.9,24.2
700,14.2,15.2,16.2,17.3,18.6,20.1,22,24.3
710,14.2,15.2,16.3,17.4,18.7,20.2,22.1,24.4
720,14.2,15.2,16.3,17.4,18.7,20.2,22.1,24.5
730,14.3,15.2,16.3,17.5,18.8,20.3,22.2,24.6
740,14.3,15.3,16.4,17.5,18.8,20.4,22.3,24.8
750,14.3,15.3,16.4,17.6,18.9,20.5,22.4,24.9
760,14.3,15.3,16.5,17.6,19,20.5,22.5,25
770,14.3,15.4,16.5,17.7,19,20.6,22.6,25.1
780,14.4,15.4,16.6,17.7,19.1,20.7,22.7,25.2
790,14.4,15.4,16.6,17.8,19.2,20.8,22.8,25.3
800,14.4,15.5,16.6,17.8,19.2,20.8,22.9,25.4
810,14.4,15.5,16.7,17.9,19.3,20.9,23,25.5
820,14.5,15.5,16.7,17.9,19.4,21,23.1,25.6
830,14.5,15.6,16.8,18,19.4,21.1,23.2,25.7
840,14.5,15.6,16.8,18,19.5,21.1,23.2,25.8
850,14.5,15.6,16.8,18.1,19.6,21.2,23.3,25.9
860,14.5,15.6,16.9,18.1,19.6,21.3,23.4,26
870,14.6,15.7,16.9,18.2,19.7,21.4,23.5,26.1
880,14.6,15.7,17,18.3,19.8,21.4,23.6,26.2
890,14.6,15.7,17,18.3,19.8,21.5,23.7,26.3
900,14.6,15.8,17.1,18.4,19.9,21.6,23.8,26.4
910,14.7,15.8,17.1,18.4,20,21.7,23.9,26.5
920,14.7,15.8,17.2,18.5,20,21.7,23.9,26.6
930,14.7,15.9,17.2,18.5,20.1,21.8,24,26.7
940,14.7,15.9,17.2,18.6,20.1,21.9,24.1,26.8
950,14.7,15.9,17.3,18.6,20.2,22,24.2,26.9
960,14.8,16,17.3,18.7,20.3,22,24.3,27
970,14.8,16,17.4,18.7,20.3,22.1,24.4,27
980,14.8,16,17.4,18.8,20.4,22.2,24.5,27.1
990,14.8,16.1,17.4,18.8,20.5,22.2,24.5,27.2
1000,14.9,16.1,17.5,18.9,20.5,22.3,24.6,27.4
1010,14.9,16.1,17.5,19,20.6,22.4,24.7,27.4
1020,14.9,16.2,17.6,19,20.7,22.5,24.8,27.5
1030,14.9,16.2,17.6,19.1,20.7,22.5,24.9,27.6
1040,15,16.2,17.7,19.1,20.8,22.6,25,27.7
1050,15,16.3,17.7,19.2,20.9,22.7,25,27.8
1060,15,16.3,17.7,19.2,20.9,22.8,25.1,27.9
1070,15,16.3,17.8,19.3,21,22.8,25.2,28
1080,15.1,16.4,17.8,19.3,21,22.9,25.3,28.1
1090,15.1,16.4,17.9,19.4,21.1,23,25.4,28.2
1100,15.1,16.5,17.9,19.4,21.2,23,25.4,28.2
1110,15.1,16.5,18,19.5,21.2,23.1,25.5,28.3
1120,15.2,16.5,18,19.5,21.3,23.2,25.6,28.4
1130,15.2,16.5,18.1,19.6,21.3,23.2,25.7,28.5
1140,15.2,16.6,18.1,19.6,21.4,23.3,25.8,28.6
1150,15.2,16.6,18.1,19.7,21.5,23.4,25.8,28.7
1160,15.3,16.6,18.2,19.7,21.5,23.4,25.9,28.8
1170,15.3,16.7,18.2,19.8,21.6,23.5,26,28.8
1180,15.3,16.7,18.3,19.8,21.7,23.6,26.1,28.9
1190,15.3,16.8,18.3,19.9,21.7,23.7,26.2,29
1200,15.4,16.8,18.4,20,21.8,23.7,26.2,29.1
1210,15.4,16.8,18.4,20,21.8,23.8,26.3,29.2
1220,15.4,16.8,18.4,20.1,21.9,23.9,26.4,29.3
1230,15.4,16.9,18.5,20.1,22,23.9,26.5,29.3
1240,15.5,16.9,18.5,20.2,22,24,26.5,29.4
1250,15.5,16.9,18.6,20.2,22.1,24.1,26.6,29.5
1260,15.5,17,18.6,20.3,22.1,24.1,26.7,29.6
1270,15.5,17,18.7,20.3,22.2,24.2,26.8,29.7
1280,15.6,17,18.7,20.4,22.3,24.2,26.8,29.7
1290,15.6,17.1,18.7,20.4,22.3,24.3,26.9,29.8
1300,15.6,17.1,18.8,20.5,22.4,24.4,27,29.9
1310,15.6,17.1,18.8,20.5,22.4,24.4,27.1,30
1320,15.6,17.2,18.9,20.6,22.5,24.5,27.1,30.1
1330,15.7,17.2,18.9,20.6,22.6,24.6,27.2,30.2
1340,15.7,17.2,19,20.7,22.6,24.6,27.3,30.2
1350,15.7,17.3,19,20.7,22.7,24.7,27.4,30.3
1360,15.7,17.3,19,20.8,22.7,24.8,27.4,30.4
1370,15.8,17.3,19.1,20.8,22.8,24.8,27.5,30.5
1380,15.8,17.4,19.1,20.9,22.8,24.9,27.6,30.5
1390,15.8,17.4,19.1,20.9,22.9,25,27.6,30.6
1400,15.8,17.4,19.2,21,22.9,25,27.7,30.7
1410,15.8,17.4,19.2,21,23,25.1,27.8,30.8
1420,15.9,17.5,19.3,21,23.1,25.1,27.8,30.8
1430,15.9,17.5,19.3,21.1,23.1,25.2,27.9,30.9
1440,15.9,17.5,19.3,21.1,23.2,25.3,28,31
1450,16,17.6,19.4,21.2,23.2,25.3,28.1,31.1
1460,16,17.6,19.4,21.2,23.3,25.4,28.1,31.1
1470,16,17.6,19.5,21.3,23.3,25.4,28.2,31.2
1480,16,17.7,19.5,21.3,23.4,25.5,28.3,31.3
1490,16,17.7,19.5,21.4,23.4,25.6,28.3,31.4
1500,16.1,17.7,19.6,21.4,23.5,25.6,28.4,31.4
1510,16.1,17.8,19.6,21.5,23.6,25.7,28.5,31.5
1520,16.1,17.8,19.7,21.5,23.6,25.7,28.5,31.6
1530,16.1,17.8,19.7,21.6,23.6,25.8,28.6,31.6
1540,16.1,17.8,19.7,21.6,23.7,25.8,28.6,31.7
1550,16.2,17.9,19.8,21.7,23.8,25.9,28.7,31.8
1560,16.2,17.9,19.8,21.7,23.8,26,28.8,31.9
1570,16.2,18,19.9,21.8,23.9,26,28.8,31.9
1580,16.3,18,19.9,21.8,23.9,26.1,28.9,32
1590,16.3,18,19.9,21.8,24,26.2,29,32.1
1600,16.3,18,20,21.9,24,26.2,29,32.1
1610,16.3,18.1,20,21.9,24.1,26.3,29.1,32.2
1620,16.3,18.1,20,22,24.1,26.3,29.2,32.3
1630,16.4,18.1,20.1,22,24.2,26.4,29.2,32.3
1640,16.4,18.2,20.1,22.1,24.2,26.4,29.3,32.4
1650,16.4,18.2,20.2,22.1,24.3,26.5,29.4,32.5
1660,16.4,18.2,20.2,22.1,24.3,26.5,29.4,32.6
1670,16.4,18.2,20.2,22.2,24.4,26.6,29.5,32.6
1680,16.5,18.3,20.3,22.2,24.4,26.6,29.5,32.7
1690,16.5,18.3,20.3,22.3,24.5,26.7,29.6,32.7
1700,16.5,18.3,20.3,22.3,24.5,26.8,29.7,32.8
1710,16.5,18.4,20.4,22.4,24.6,26.8,29.7,32.9
1720,16.6,18.4,20.4,22.4,24.6,26.9,29.8,32.9
1730,16.6,18.4,20.5,22.4,24.7,26.9,29.8,33
1740,16.6,18.5,20.5,22.5,24.7,27,29.9,33.1
1750,16.6,18.5,20.5,22.5,24.8,27,30,33.1
1760,16.6,18.5,20.5,22.6,24.8,27.1,30,33.2
1770,16.7,18.5,20.6,22.6,24.9,27.1,30.1,33.3
1780,16.7,18.6,20.6,22.7,24.9,27.2,30.1,33.3
1790,16.7,18.6,20.7,22.7,25,27.2,30.2,33.4
1800,16.7,18.6,20.7,22.8,25,27.3,30.3,33.5
1810,16.7,18.6,20.7,22.8,25.1,27.3,30.3,33.5
1820,16.8,18.7,20.8,22.8,25.1,27.4,30.4,33.6
1830,16.8,18.7,20.8,22.9,25.2,27.4,30.4,33.6
1840,16.8,18.7,20.8,22.9,25.2,27.5,30.5,33.7
1850,16.8,18.8,20.9,22.9,25.2,27.5,30.5,33.8
1860,16.8,18.8,20.9,23,25.3,27.6,30.6,33.8
1870,16.9,18.8,20.9,23,25.3,27.6,30.6,33.9
1880,16.9,18.8,21,23.1,25.4,27.7,30.7,33.9
1890,16.9,18.9,21,23.1,25.4,27.7,30.8,34
1900,16.9,18.9,21,23.1,25.5,27.8,30.8,34
1910,16.9,18.9,21.1,23.2,25.5,27.9,30.9,34.1
1920,17,18.9,21.1,23.2,25.6,27.9,30.9,34.2
1930,17,19,21.1,23.3,25.6,27.9,31,34.2
1940,17,19,21.2,23.3,25.6,28,31,34.3
1950,17,19,21.2,23.3,25.7,28,31.1,34.3
1960,17,19,21.2,23.4,25.7,28.1,31.1,34.4
1970,17.1,19.1,21.3,23.4,25.8,28.1,31.2,34.5
1980,17.1,19.1,21.3,23.5,25.8,28.2,31.3,34.5
1990,17.1,19.1,21.3,23.5,25.9,28.2,31.3,34.6
2000,17.1,19.1,21.4,23.5,25.9,28.3,31.4,34.6
2010,17.1,19.2,21.4,23.6,26,28.3,31.4,34.7
2020,17.1,19.2,21.4,23.6,26,28.4,31.5,34.7
2030,17.2,19.2,21.4,23.6,26,28.4,31.5,34.8
2040,17.2,19.2,21.5,23.7,26.1,28.5,31.6,34.8
2050,17.2,19.3,21.5,23.7,26.1,28.5,31.6,34.9
2060,17.2,19.3,21.5,23.8,26.2,28.5,31.7,35
2070,17.2,19.3,21.6,23.8,26.2,28.6,31.7,35
2080,17.3,19.3,21.6,23.8,26.3,28.6,31.8,35.1
2090,17.3,19.4,21.6,23.9,26.3,28.7,31.8,35.1
2100,17.3,19.4,21.7,23.9,26.3,28.7,31.9,35.2
2110,17.3,19.4,21.7,23.9,26.4,28.8,31.9,35.2
2120,17.3,19.4,21.7,24,26.4,28.8,32,35.3
2130,17.4,19.5,21.8,24,26.4,28.9,32,35.3
2140,17.4,19.5,21.8,24,26.5,28.9,32.1,35.4
2150,17.4,19.5,21.8,24.1,26.5,29,32.1,35.4
2160,17.4,19.5,21.8,24.1,26.6,29,32.2,35.5
2170,17.4,19.6,21.9,24.2,26.6,29.1,32.2,35.5
2180,17.4,19.6,21.9,24.2,26.7,29.1,32.3,35.6
2190,17.5,19.6,21.9,24.2,26.7,29.1,32.3,35.6
2200,17.5,19.6,22,24.2,26.7,29.2,32.4,35.7
2210,17.5,19.6,22,24.3,26.8,29.2,32.4,35.7
2220,17.5,19.7,22,24.3,26.8,29.2,32.4,35.8
2230,17.5,19.7,22.1,24.4,26.8,29.3,32.5,35.9
2240,17.6,19.7,22.1,24.4,26.9,29.3,32.5,35.9
2250,17.6,19.7,22.1,24.4,26.9,29.4,32.6,35.9
2260,17.6,19.8,22.1,24.4,26.9,29.4,32.6,36
2270,17.6,19.8,22.2,24.5,27,29.5,32.7,36.1
2280,17.6,19.8,22.2,24.5,27,29.5,32.7,36.1
2290,17.6,19.8,22.2,24.6,27.1,29.5,32.8,36.1
2300,17.6,19.9,22.3,24.6,27.1,29.6,32.8,36.2
2310,17.7,19.9,22.3,24.6,27.1,29.6,32.9,36.2
2320,17.7,19.9,22.3,24.7,27.2,29.7,32.9,36.3
2330,17.7,19.9,22.3,24.7,27.2,29.7,32.9,36.3
2340,17.7,19.9,22.4,24.7,27.3,29.7,33,36.4
2350,17.7,20,22.4,24.7,27.3,29.8,33.1,36.4
2360,17.8,20,22.4,24.8,27.3,29.8,33.1,36.5
2370,17.8,20,22.5,24.8,27.4,29.9,33.1,36.5
2380,17.8,20,22.5,24.8,27.4,29.9,33.2,36.6
2390,17.8,20.1,22.5,24.9,27.4,29.9,33.2,36.6
2400,17.8,20.1,22.5,24.9,27.5,30,33.3,36.7
2410,17.8,20.1,22.6,24.9,27.5,30,33.3,36.7
2420,17.8,20.1,22.6,25,27.5,30.1,33.3,36.7
2430,17.8,20.1,22.6,25,27.6,30.1,33.4,36.8
2440,17.9,20.2,22.6,25,27.6,30.1,33.4,36.8
2450,17.9,20.2,22.6,25.1,27.6,30.2,33.5,36.9
2460,17.9,20.2,22.7,25.1,27.7,30.2,33.5,36.9
2470,17.9,20.2,22.7,25.1,27.7,30.3,33.6,37
2480,17.9,20.2,22.7,25.1,27.7,30.3,33.6,37
2490,18,20.3,22.8,25.2,27.8,30.3,33.6,37.1
2500,18,20.3,22.8,25.2,27.8,30.4,33.7,37.1
2510,18,20.3,22.8,25.2,27.9,30.4,33.7,37.1
2520,18,20.3,22.8,25.3,27.9,30.4,33.8,37.2
2530,18,20.3,22.9,25.3,27.9,30.5,33.8,37.2
2540,18,20.4,22.9,25.3,27.9,30.5,33.9,37.3
2550,18,20.4,22.9,25.4,28,30.5,33.9,37.3
2560,18.1,20.4,22.9,25.4,28,30.6,33.9,37.4
2570,18.1,20.4,23,25.4,28.1,30.6,34,37.4
2580,18.1,20.4,23,25.4,28.1,30.6,34,37.5
2590,18.1,20.5,23,25.5,28.1,30.7,34,37.5
2600,18.1,20.5,23,25.5,28.2,30.7,34.1,37.5
2610,18.1,20.5,23.1,25.5,28.2,30.8,34.1,37.6
2620,18.1,20.5,23.1,25.6,28.2,30.8,34.2,37.6
2630,18.2,20.5,23.1,25.6,28.2,30.8,34.2,37.7
2640,18.2,20.5,23.1,25.6,28.3,30.9,34.2,37.7
2650,18.2,20.6,23.2,25.7,28.3,30.9,34.3,37.7
2660,18.2,20.6,23.2,25.7,28.3,30.9,34.3,37.8
2670,18.2,20.6,23.2,25.7,28.4,31,34.4,37.8
2680,18.2,20.6,23.2,25.7,28.4,31,34.4,37.9
2690,18.3,20.7,23.2,25.7,28.4,31,34.4,37.9
2700,18.3,20.7,23.3,25.8,28.4,31.1,34.5,37.9
2710,18.3,20.7,23.3,25.8,28.5,31.1,34.5,38
2720,18.3,20.7,23.3,25.8,28.5,31.1,34.5,38
2730,18.3,20.7,23.3,25.9,28.6,31.2,34.6,38.1
2740,18.3,20.7,23.4,25.9,28.6,31.2,34.6,38.1
2750,18.3,20.8,23.4,25.9,28.6,31.2,34.6,38.1
2760,18.3,20.8,23.4,25.9,28.6,31.3,34.7,38.2
2770,18.4,20.8,23.4,26,28.7,31.3,34.7,38.2
2780,18.4,20.8,23.5,26,28.7,31.3,34.8,38.3
2790,18.4,20.8,23.5,26,28.7,31.4,34.8,38.3
2800,18.4,20.8,23.5,26.1,28.8,31.4,34.8,38.3
2810,18.4,20.9,23.5,26.1,28.8,31.4,34.9,38.4
2820,18.4,20.9,23.5,26.1,28.8,31.4,34.9,38.4
2830,18.4,20.9,23.5,26.1,28.8,31.5,34.9,38.4
2840,18.4,20.9,23.6,26.1,28.9,31.5,35,38.5
2850,18.5,20.9,23.6,26.2,28.9,31.5,35,38.5
2860,18.5,20.9,23.6,26.2,28.9,31.6,35,38.5
2870,18.5,21,23.6,26.2,29,31.6,35.1,38.6
2880,18.5,21,23.7,26.2,29,31.6,35.1,38.6
2890,18.5,21,23.7,26.3,29,31.7,35.1,38.7
2900,18.5,21,23.7,26.3,29,31.7,35.2,38.7
2910,18.5,21,23.7,26.3,29.1,31.7,35.2,38.7
2920,18.6,21,23.7,26.3,29.1,31.7,35.2,38.8
2930,18.6,21.1,23.8,26.4,29.1,31.8,35.3,38.8
2940,18.6,21.1,23.8,26.4,29.2,31.8,35.3,38.8
2950,18.6,21.1,23.8,26.4,29.2,31.8,35.3,38.9
2960,18.6,21.1,23.8,26.4,29.2,31.9,35.4,38.9
2970,18.6,21.1,23.8,26.5,29.2,31.9,35.4,38.9
2980,18.6,21.1,23.9,26.5,29.3,31.9,35.4,39
2990,18.6,21.2,23.9,26.5,29.3,32,35.5,39
3000,18.7,21.2,23.9,26.5,29.3,32,35.5,39
3010,18.7,21.2,23.9,26.6,29.3,32,35.5,39.1
3020,18.7,21.2,23.9,26.6,29.4,32,35.6,39.1
3030,18.7,21.2,24,26.6,29.4,32.1,35.6,39.1
3040,18.7,21.3,24,26.6,29.4,32.1,35.6,39.2
3050,18.7,21.2,24,26.6,29.4,32.1,35.6,39.2
3060,18.7,21.3,24,26.7,29.5,32.2,35.7,39.2
3070,18.7,21.3,24,26.7,29.5,32.2,35.7,39.3
3080,18.7,21.3,24.1,26.7,29.5,32.2,35.8,39.3
3090,18.8,21.3,24.1,26.7,29.5,32.2,35.8,39.3
3100,18.8,21.3,24.1,26.8,29.6,32.3,35.8,39.4
3110,18.8,21.4,24.1,26.8,29.6,32.3,35.8,39.4
3120,18.8,21.4,24.1,26.8,29.6,32.3,35.9,39.4
3130,18.8,21.4,24.2,26.8,29.6,32.4,35.9,39.5
3140,18.8,21.4,24.2,26.8,29.7,32.4,35.9,39.5
3150,18.8,21.4,24.2,26.9,29.7,32.4,36,39.5
3160,18.8,21.4,24.2,26.9,29.7,32.4,36,39.6
3170,18.8,21.4,24.2,26.9,29.7,32.5,36,39.6
3180,18.8,21.5,24.2,26.9,29.8,32.5,36,39.6
3190,18.9,21.5,24.3,26.9,29.8,32.5,36.1,39.7
3200,18.9,21.5,24.3,27,29.8,32.5,36.1,39.7
3210,18.9,21.5,24.3,27,29.8,32.6,36.1,39.7
3220,18.9,21.5,24.3,27,29.9,32.6,36.2,39.7
3230,18.9,21.5,24.3,27,29.9,32.6,36.2,39.8
3240,18.9,21.5,24.3,27,29.9,32.6,36.2,39.8
3250,18.9,21.6,24.4,27.1,29.9,32.7,36.3,39.8
3260,19,21.6,24.4,27.1,30,32.7,36.3,39.9
3270,18.9,21.6,24.4,27.1,30,32.7,36.3,39.9
3280,19,21.6,24.4,27.1,30,32.7,36.3,39.9
3290,19,21.6,24.4,27.2,30,32.8,36.4,40
3300,19,21.6,24.5,27.2,30,32.8,36.4,40
3310,19,21.6,24.5,27.2,30.1,32.8,36.4,40
3320,19,21.7,24.5,27.2,30.1,32.8,36.4,40.1
3330,19,21.7,24.5,27.2,30.1,32.9,36.5,40.1
3340,19,21.7,24.5,27.3,30.1,32.9,36.5,40.1
3350,19,21.7,24.6,27.3,30.2,32.9,36.5,40.1
3360,19.1,21.7,24.6,27.3,30.2,32.9,36.6,40.2
3370,19.1,21.7,24.6,27.3,30.2,33,36.6,40.2
3380,19.1,21.7,24.6,27.3,30.2,33,36.6,40.2
3390,19.1,21.8,24.6,27.4,30.3,33,36.6,40.3
3400,19.1,21.8,24.6,27.4,30.3,33,36.7,40.3
3410,19.1,21.8,24.6,27.4,30.3,33.1,36.7,40.3
3420,19.1,21.8,24.7,27.4,30.3,33.1,36.7,40.3
3430,19.1,21.8,24.7,27.4,30.3,33.1,36.7,40.4
3440,19.1,21.8,24.7,27.5,30.4,33.1,36.8,40.4
3450,19.1,21.8,24.7,27.5,30.4,33.1,36.8,40.4
3460,19.1,21.8,24.7,27.5,30.4,33.2,36.8,40.4
3470,19.2,21.8,24.7,27.5,30.4,33.2,36.8,40.5
3480,19.2,21.9,24.8,27.5,30.5,33.2,36.9,40.5
3490,19.2,21.9,24.8,27.5,30.5,33.2,36.9,40.5
3500,19.2,21.9,24.8,27.6,30.5,33.3,36.9,40.6
3510,19.2,21.9,24.8,27.6,30.5,33.3,36.9,40.6
3520,19.2,21.9,24.8,27.6,30.5,33.3,37,40.6
3530,19.2,21.9,24.8,27.6,30.5,33.3,37,40.6
3540,19.2,21.9,24.8,27.6,30.6,33.4,37,40.6
3550,19.2,22,24.9,27.7,30.6,33.4,37,40.7
3560,19.2,22,24.9,27.7,30.6,33.4,37.1,40.7
3570,19.3,22,24.9,27.7,30.6,33.4,37.1,40.7
3580,19.3,22,24.9,27.7,30.6,33.4,37.1,40.8
3590,19.3,22,24.9,27.7,30.7,33.5,37.1,40.8
3600,19.3,22,24.9,27.7,30.7,33.5,37.2,40.8
3610,19.3,22,25,27.7,30.7,33.5,37.2,40.8
3620,19.3,22,25,27.8,30.7,33.5,37.2,40.9
3630,19.3,22.1,25,27.8,30.7,33.5,37.2,40.9
3640,19.3,22.1,25,27.8,30.8,33.6,37.3,40.9
3650,19.3,22.1,25,27.8,30.8,33.6,37.3,40.9
3660,19.3,22.1,25,27.8,30.8,33.6,37.3,41
3670,19.3,22.1,25,27.9,30.8,33.6,37.3,41
3680,19.3,22.1,25.1,27.9,30.8,33.6,37.3,41
3690,19.4,22.1,25.1,27.9,30.9,33.7,37.4,41
3700,19.4,22.1,25.1,27.9,30.9,33.7,37.4,41.1
3710,19.4,22.1,25.1,27.9,30.9,33.7,37.4,41.1
3720,19.4,22.1,25.1,27.9,30.9,33.7,37.4,41.1
3730,19.4,22.2,25.1,28,30.9,33.8,37.5,41.1
3740,19.4,22.2,25.2,28,30.9,33.8,37.5,41.2
